collection.string,collectioncode.gbif,institutioncode.gbif,index.herbariorum.or.working.code,organization,col.OBS
NAP_NAP,NAP,NAP,NAP,Università Degli Studi di Napoli Federico II,NA
NARIPH_NARIPH,NARIPH,NARIPH,NARIPH,"National Ayurveda Research Institute for Panchakarma (under CCRAS, Ministry of AYUSH, Government of India), Cheruthuruthy, Thrissur, Kerala",NA
NA_NAS,NA,NAS,NAS,"Institute of Botany, Jiangsu Province and Chinese Academy of Sciences",NA
NAS_NAS,NAS,NAS,NAS,"Institute of Botany, Jiangsu Province and Chinese Academy of Sciences",NA
NASC_NA,NASC,NA,NASC,Massachusetts College of Liberal Arts,NA
NASC_NASC,NASC,NASC,NASC,Massachusetts College of Liberal Arts,NA
P_NASU,P,NASU,NASU,NA,not in IH
NASU_NASU,NASU,NASU,NASU,NA,not in IH
NAT_NA,NAT,NA,NAT,Seale-Hayne Agricultural College,NA
NAT_NAT,NAT,NAT,NAT,Seale-Hayne Agricultural College,NA
NATC_NA,NATC,NA,NATC,Northwestern State University,NA
NATC_NATC,NATC,NATC,NATC,Northwestern State University,NA
NATw_NA,NATw,NA,NATw,Agricultural Research Organisation,xylarium|not in IH
NATw_NATw,NATw,NATw,NATw,Agricultural Research Organisation,xylarium|not in IH
NAU_NA,NAU,NA,NAU,Nanjing Agricultural University,NA
NAU_NAU,NAU,NAU,NAU,Nanjing Agricultural University,NA
NAVA_NA,NAVA,NA,NAVA,Navajo Nation Department of Fish and Wildlife,NA
NAVA_NAVA,NAVA,NAVA,NAVA,Navajo Nation Department of Fish and Wildlife,NA
so2-vascular_nbf,so2-vascular,nbf,NBF,NA,not in IH
so-vascular_nbf,so-vascular,nbf,NBF,NA,not in IH
NBF_NBF,NBF,NBF,NBF,NA,not in IH
NBG_NA,NBG,NA,NBG,South African National Biodiversity Institute,NA
NBG_NBG,NBG,NBG,NBG,South African National Biodiversity Institute,NA
NBGW_NBGW,NBGW,NBGW,NBGW,National Botanic Garden of Wales,NA
NBM_NA,NBM,NA,NBM,New Brunswick Museum,NA
NBM_NBM,NBM,NBM,NBM,New Brunswick Museum,NA
VP_NBM,VP,NBM,NBM,New Brunswick Museum,NA
NBRC_NA,NBRC,NA,NBRC,National Institute of Technology and Evaluation,NA
NBRC_NBRC,NBRC,NBRC,NBRC,National Institute of Technology and Evaluation,NA
NBSI_NA,NBSI,NA,NBSI,Biologische Station Neusiedler See,NA
NBSI_NBSI,NBSI,NBSI,NBSI,Biologische Station Neusiedler See,NA
NBU_NBU,NBU,NBU,NBU,University of North Bengal,NA
NBUTSH_NBUTSH,NBUTSH,NBUTSH,NBUTSH,University of North Bengal,NA
NBV_NA,NBV,NA,NBV,Koninklijke Nederlandse Botanische Vereniging,NA
NBV_NBV,NBV,NBV,NBV,Koninklijke Nederlandse Botanische Vereniging,NA
NBY_NA,NBY,NA,NBY,Newbury District Museum,NA
NBY_NBY,NBY,NBY,NBY,Newbury District Museum,NA
NBYC_NA,NBYC,NA,NBYC,Newberry College,NA
NBYC_NBYC,NBYC,NBYC,NBYC,Newberry College,NA
NCAS_NA,NCAS,NA,NCAS,Rutgers University,NA
NCAS_NCAS,NCAS,NCAS,NCAS,Rutgers University,NA
NCATG_NA,NCATG,NA,NCATG,North Carolina A & T State University,NA
NCATG_NCATG,NCATG,NCATG,NCATG,North Carolina A & T State University,NA
NCBS_NA,NCBS,NA,NCBS,Connecticut Botanical Society,NA
NCBS_NCBS,NCBS,NCBS,NCBS,Connecticut Botanical Society,NA
NCC_NA,NCC,NA,NCC,Sonoma State University,NA
NCC_NCC,NCC,NCC,NCC,Sonoma State University,NA
NCCB_NA,NCCB,NA,NCCB,Nature Conservancy Council,NA
NCCB_NCCB,NCCB,NCCB,NCCB,Nature Conservancy Council,NA
NCCBH_NA,NCCBH,NA,NCCBH,Nature Conservancy Council,NA
NCCBH_NCCBH,NCCBH,NCCBH,NCCBH,Nature Conservancy Council,NA
NCCE_NA,NCCE,NA,NCCE,Nature Conservancy Council,NA
NCCE_NCCE,NCCE,NCCE,NCCE,Nature Conservancy Council,NA
NCCH_NA,NCCH,NA,NCCH,Nature Conservancy Council,NA
NCCH_NCCH,NCCH,NCCH,NCCH,Nature Conservancy Council,NA
NCCN_NA,NCCN,NA,NCCN,Nature Conservancy Council,NA
NCCN_NCCN,NCCN,NCCN,NCCN,Nature Conservancy Council,NA
NCE_NA,NCE,NA,NCE,University of Newcastle upon Tyne,NA
NCE_NCE,NCE,NCE,NCE,University of Newcastle upon Tyne,NA
NCH_NA,NCH,NA,NCH,Norwich Botanical Society,NA
NCH_NCH,NCH,NCH,NCH,Norwich Botanical Society,NA
NCK_NCK,NCK,NCK,NCK,"The New College, Kolhapur",NA
NCKU_NA,NCKU,NA,NCKU,National Cheng-Kung University,NA
NCKU_NCKU,NCKU,NCKU,NCKU,National Cheng-Kung University,NA
NCLN_NA,NCLN,NA,NCLN,New College,NA
NCLN_NCLN,NCLN,NCLN,NCLN,New College,NA
NCMS_NA,NCMS,NA,NCMS,North Carolina Museum of Natural Sciences,not in IH
NCMS_NCMS,NCMS,NCMS,NCMS,North Carolina Museum of Natural Sciences,not in IH
NCP_NA,NCP,NA,NCP,National  Collection of Passiflora,NA
NCP_NCP,NCP,NCP,NCP,National  Collection of Passiflora,NA
NCPF_NA,NCPF,NA,NCPF,Bristol Public Health Laboratory,NA
NCPF_NCPF,NCPF,NCPF,NCPF,Bristol Public Health Laboratory,NA
NCPGR_NCPGR,NCPGR,NCPGR,NCPGR,Plant Breeding and Acclimatization Institute - National Research Institute,NA
NCSC_NA,NCSC,NA,NCSC,North Carolina State University,NA
NCSC_NCSC,NCSC,NCSC,NCSC,North Carolina State University,NA
NCSLG_NA,NCSLG,NA,NCSLG,North Carolina State University,NA
NCSLG_NCSLG,NCSLG,NCSLG,NCSLG,North Carolina State University,NA
NCSM_NCSM,NCSM,NCSM,NCSM,North Carolina Museum of Natural Sciences,NA
NCSM-Herb_NCSM,NCSM-Herb,NCSM,NCSM,North Carolina Museum of Natural Sciences,NA
NCU_NCU,NCU,NCU,NCU,University of North Carolina at Chapel Hill,NA
Vascular Plants_NCU,Vascular Plants,NCU,NCU,University of North Carolina at Chapel Hill,NA
NCU_UNC,NCU,UNC,NCU,University of North Carolina at Chapel Hill,NA
NCVCJF_NCVCJF,NCVCJF,NCVCJF,NCVCJF,National Center for Vegetation Cover Development & Combating Desertifcation,NA
NCY_CJBN,NCY,CJBN,NCY,"Conservatoire et Jardins Botaniques de Nancy, Université de Nancy I",NA
NCY_NCY,NCY,NCY,NCY,"Conservatoire et Jardins Botaniques de Nancy, Université de Nancy I",NA
NCZP_NA,NCZP,NA,NCZP,North Carolina Zoological Park,NA
NCZP_NCZP,NCZP,NCZP,NCZP,North Carolina Zoological Park,NA
ND_NA,ND,NA,ND,University of Notre Dame,NA
ND_ND,ND,ND,ND,University of Notre Dame,NA
NDA_NA,NDA,NA,NDA,North Dakota State University,NA
NDA_NDA,NDA,NDA,NDA,North Dakota State University,NA
NDG_NA,NDG,NA,NDG,University of Notre Dame,NA
NDG_NDG,NDG,NDG,NDG,University of Notre Dame,NA
NDO_NA,NDO,NA,NDO,Division of Forest Research,NA
NDO_NDO,NDO,NDO,NDO,Division of Forest Research,NA
NDOA_NA,NDOA,NA,NDOA,Nevada Department of Agriculture,NA
NDOA_NDOA,NDOA,NDOA,NDOA,Nevada Department of Agriculture,NA
NDTC_NA,NDTC,NA,NDTC,Ningde Teachers College,NA
NDTC_NDTC,NDTC,NDTC,NDTC,Ningde Teachers College,NA
NE_NE,NE,NE,NE,University of New England,NA
NE-NHP_NTSRV,NE-NHP,NTSRV,NE-NHP,NA,not in IH (flora)
NEB_NA,NEB,NA,NEB,"University of Nebraska State Museum, Lincoln NE",NA
NEB_NEB,NEB,NEB,NEB,"University of Nebraska State Museum, Lincoln NE",NA
NEBC_Harvard University,NEBC,Harvard University,NEBC,New England Botanical Club,NA
NEBC_NEBC,NEBC,NEBC,NEBC,New England Botanical Club,NA
NEBK_NA,NEBK,NA,NEBK,University of Nebraska at Kearney,NA
NEBK_NEBK,NEBK,NEBK,NEBK,University of Nebraska at Kearney,NA
NEFI_NA,NEFI,NA,NEFI,Northeastern Forestry University,NA
NEFI_NEFI,NEFI,NEFI,NEFI,Northeastern Forestry University,NA
NEGI_NA,NEGI,NA,NEGI,Herbarium Cepullae Sinicae,NA
NEGI_NEGI,NEGI,NEGI,NEGI,Herbarium Cepullae Sinicae,NA
NEHAR_NEHAR,NEHAR,NEHAR,NEHAR,"Central Ayurveda Research Institute, Guwahati (Assam)",NA
NEMO_NA,NEMO,NA,NEMO,Truman State University,NA
NEMO_NEMO,NEMO,NEMO,NEMO,Truman State University,NA
NEMU_NA,NEMU,NA,NEMU,Newark Museum,NA
NEMU_NEMU,NEMU,NEMU,NEMU,Newark Museum,NA
NENU_NA,NENU,NA,NENU,Northeast Normal University,NA
NENU_NENU,NENU,NENU,NENU,Northeast Normal University,NA
NEON_NEON,NEON,NEON,NEON,Arizona State University,NA
NESH_NA,NESH,NA,NESH,University of Nevada,NA
NESH_NESH,NESH,NESH,NESH,University of Nevada,NA
NEU_NA,NEU,NA,NEU,Université de Neuchâtel,NA
NEU_NEU,NEU,NEU,NEU,Université de Neuchâtel,NA
NEUN_NA,NEUN,NA,NEUN,Near East University,NA
NEUN_NEUN,NEUN,NEUN,NEUN,Near East University,NA
NEZ_NA,NEZ,NA,NEZ,Nez perce Tribe,NA
NEZ_NEZ,NEZ,NEZ,NEZ,Nez perce Tribe,NA
NF_NA,NF,NA,NF,Nanjing Forestry University,NA
NF_NF,NF,NF,NF,Nanjing Forestry University,NA
NFLD_Memorial University of Newfoundland,NFLD,Memorial University of Newfoundland,NFLD,Memorial University of Newfoundland,NA
NFLD_NFLD,NFLD,NFLD,NFLD,Memorial University of Newfoundland,NA
NFM_NA,NFM,NA,NFM,"Provincial Museum Division, The Rooms Corporation of Newfoundland and Labrador",NA
NFM_NFM,NFM,NFM,NFM,"Provincial Museum Division, The Rooms Corporation of Newfoundland and Labrador",NA
NFO_NA,NFO,NA,NFO,Niagara Parks Botanical Gardens and School of Horticulture,NA
NFO_NFO,NFO,NFO,NFO,Niagara Parks Botanical Gardens and School of Horticulture,NA
NFUw_NA,NFUw,NA,NFUw,Nanjing Forestry University,xylarium|not in IH
NFUw_NFUw,NFUw,NFUw,NFUw,Nanjing Forestry University,xylarium|not in IH
NGBB_NA,NGBB,NA,NGBB,Ali Nihat Gokyigit Foundation,NA
NGBB_NGBB,NGBB,NGBB,NGBB,Ali Nihat Gokyigit Foundation,NA
NGCPR_NA,NGCPR,NA,NGCPR,Naoroji Godrej Centre for Plant Research,NA
NGCPR_NGCPR,NGCPR,NGCPR,NGCPR,Naoroji Godrej Centre for Plant Research,NA
NGM_NA,NGM,NA,NGM,Bromley House Library,NA
NGM_NGM,NGM,NGM,NGM,Bromley House Library,NA
NGU_NGU,NGU,NGU,NGU,Niigata University,NA
NH_NH,NH,NH,NH,South African National Biodiversity Institute,NA
NH-_NH,NH-,NH,NH,South African National Biodiversity Institute,NA
NHA_NA,NHA,NA,NHA,University of New Hampshire,NA
NHA_NHA,NHA,NHA,NHA,University of New Hampshire,NA
NHCP_NA,NHCP,NA,NHCP,"Indian Council of Agricultural Research- National Bureau of Plant Genetic Resources (ICAR-NBPGR), New Delhi",NA
NHCP_NHCP,NHCP,NHCP,NHCP,"Indian Council of Agricultural Research- National Bureau of Plant Genetic Resources (ICAR-NBPGR), New Delhi",NA
NHES_NA,NHES,NA,NHES,Connecticut Agricultural Experiment Station,NA
NHES_NHES,NHES,NHES,NHES,Connecticut Agricultural Experiment Station,NA
NHG_NA,NHG,NA,NHG,Naturhistorische Gesellschaft Nürnberg e.V.,NA
NHG_NHG,NHG,NHG,NHG,Naturhistorische Gesellschaft Nürnberg e.V.,NA
NHI_NA,NHI,NA,NHI,Natural History Institute,NA
NHI_NHI,NHI,NHI,NHI,Natural History Institute,NA
NHIC_NA,NHIC,NA,NHIC,Ontario Ministry of Natural Resources,NA
NHIC_NHIC,NHIC,NHIC,NHIC,Ontario Ministry of Natural Resources,NA
NHJ_NA,NHJ,NA,NHJ,"Royal Botanic Garden, Jordan",NA
NHJ_NHJ,NHJ,NHJ,NHJ,"Royal Botanic Garden, Jordan",NA
NHL_NHL,NHL,NHL,NHL,Forestry Training Institute,NA
NHM_NHM,NHM,NHM,NHM,University of Nottingham,NA
PL_NHMC,PL,NHMC,NHMC,"Natural History Museum of Crete, University of Crete",NA
NHMC_NHMC,NHMC,NHMC,NHMC,"Natural History Museum of Crete, University of Crete",NA
NHMF_NA,NHMF,NA,NHMF,Natural History Museum Fribourg,NA
NHMF_NHMF,NHMF,NHMF,NHMF,Natural History Museum Fribourg,NA
NHMM_NHMM,NHMM,NHMM,NHMM,Natural History Museum of Montenegro,NA
NHMR_NA,NHMR,NA,NHMR,Natural History Museum Rijeka,NA
NHMR_NHMR,NHMR,NHMR,NHMR,Natural History Museum Rijeka,NA
NHMS_NA,NHMS,NA,NHMS,Natural History Museum Split,NA
NHMS_NHMS,NHMS,NHMS,NHMS,Natural History Museum Split,NA
NHMV_NA,NHMV,NA,NHMV,Müritzeum gGmbH / Naturhistorische Landessammlungen für Mecklenburg-Vorpommern,NA
NHMV_NHMV,NHMV,NHMV,NHMV,Müritzeum gGmbH / Naturhistorische Landessammlungen für Mecklenburg-Vorpommern,NA
NHNE_NA,NHNE,NA,NHNE,New England College,NA
NHNE_NHNE,NHNE,NHNE,NHNE,New England College,NA
NHR_NA,NHR,NA,NHR,Institute of Scientific and Technological Research (IRST),NA
NHR_NHR,NHR,NHR,NHR,Institute of Scientific and Technological Research (IRST),NA
NHSD_NA,NHSD,NA,NHSD,Natural History Society of Dublin,NA
NHSD_NHSD,NHSD,NHSD,NHSD,Natural History Society of Dublin,NA
NHT_NHT,6.0,NHT,NHT,Tropical Pesticides Research Institute,NA
NHV_NA,NHV,NA,NHV,INRES - Institute for Crop Science and Resource Conservation,NA
NHV_NHV,NHV,NHV,NHV,INRES - Institute for Crop Science and Resource Conservation,NA
NI_NA,NI,NA,NI,Slovak University of Agriculture,NA
NI_NI,NI,NI,NI,Slovak University of Agriculture,NA
MHNNice_Muséum d'Histoire Naturelle - Ville de Nice,MHNNice,Muséum d'Histoire Naturelle - Ville de Nice,NICE,Muséum d'Histoire Naturelle,NA
NICE_NICE,NICE,NICE,NICE,Muséum d'Histoire Naturelle,NA
NICH_NA,NICH,NA,NICH,Hattori Botanical Laboratory,NA
NICH_NICH,NICH,NICH,NICH,Hattori Botanical Laboratory,NA
NIFSMC_NIFSMC,NIFSMC,NIFSMC,NIFSMC,National Institute of Fundamental Studies,NA
NIHHS_NA,NIHHS,NA,NIHHS,"National Institute of Horticultural and Herbal Science, RDA",NA
NIHHS_NIHHS,NIHHS,NIHHS,NIHHS,"National Institute of Horticultural and Herbal Science, RDA",NA
NIM_NIM,NIM,NIM,NIM,Museum d'histoire naturelle de Nîmes,NA
NIMM_NA,NIMM,NA,NIMM,National Institute of Medicinal Materials,NA
NIMM_NIMM,NIMM,NIMM,NIMM,National Institute of Medicinal Materials,NA
NINw_NA,NINw,NA,NINw,Nicaraguan Institute of Natural Resources and Environment,xylarium|not in IH
NINw_NINw,NINw,NINw,NINw,Nicaraguan Institute of Natural Resources and Environment,xylarium|not in IH
NIPR_NA,NIPR,NA,NIPR,National Institute of Polar Research,NA
NIPR_NIPR,NIPR,NIPR,NIPR,National Institute of Polar Research,NA
NISR_NISR,NISR,NISR,NISR,National Institute of Sowa-Rigpa,NA
NIT_JBRJ,NIT,JBRJ,NIT,Universidade Federal Fluminense (Fluminense Federal University - UFF),NA
NIT_NIT,NIT,NIT,NIT,Universidade Federal Fluminense (Fluminense Federal University - UFF),NA
NIT_UFF,NIT,UFF,NIT,Universidade Federal Fluminense (Fluminense Federal University - UFF),NA
NITw_NA,NITw,NA,NITw,Universidade Federal Fluminense Outeiro São João Batista,xylarium|not in IH
NITw_NITw,NITw,NITw,NITw,Universidade Federal Fluminense Outeiro São João Batista,xylarium|not in IH
NITw_UFF,NITw,UFF,NITw,Universidade Federal Fluminense Outeiro São João Batista,xylarium|not in IH
NJ_NA,NJ,NA,NJ,Njala University College,NA
NJ_NJ,NJ,NJ,NJ,Njala University College,NA
NJM_NA,NJM,NA,NJM,"Muzeum Novojièínska, p.o.",NA
NJM_NJM,NJM,NJM,NJM,"Muzeum Novojièínska, p.o.",NA
NJNU_NA,NJNU,NA,NJNU,Nanjing Normal University,NA
NJNU_NJNU,NJNU,NJNU,NJNU,Nanjing Normal University,NA
NKM_NKM,NKM,NKM,NKM,Naturkundemuseum Niebüll,NA
NKME_NA,NKME,NA,NKME,Naturkundemuseum Erfurt,NA
NKME_NKME,NKME,NKME,NKME,Naturkundemuseum Erfurt,NA
NKU_NA,NKU,NA,NKU,Nankai University,NA
NKU_NKU,NKU,NKU,NKU,Nankai University,NA
V_NLH,V,NLH,NLH,Agricultural University of Norway,NA
NLH_NLH,NLH,NLH,NLH,Agricultural University of Norway,NA
NLPS_NA,NLPS,NA,NLPS,Nottingham Literary and Philosophical Society,NA
NLPS_NLPS,NLPS,NLPS,NLPS,Nottingham Literary and Philosophical Society,NA
NLSN_NA,NLSN,NA,NLSN,Notre Dame University,NA
NLSN_NLSN,NLSN,NLSN,NLSN,Notre Dame University,NA
NLU_BRIT,NLU,BRIT,NLU,University of Louisiana at Monroe,NA
NLU_NLU,NLU,NLU,NLU,University of Louisiana at Monroe,NA
NLUH_NA,NLUH,NA,NLUH,University of the Philippines Baguio,NA
NLUH_NLUH,NLUH,NLUH,NLUH,University of the Philippines Baguio,NA
NLUV_NLUV,NLUV,NLUV,NLUV,Nong Lam University,NA
NM_NA,NM,NA,NM,Northern Michigan University,NA
NM_NM,NM,NM,NM,Northern Michigan University,NA
NMAC_NA,NMAC,NA,NMAC,Inner Mongolia Agricultural University,NA
NMAC_NMAC,NMAC,NMAC,NMAC,Inner Mongolia Agricultural University,NA
NMAIST_NMAIST,NMAIST,NMAIST,NMAIST,The Nelson Mandela African Institution of Science and Technology  (NM-AIST),NA
NMB_NA,NMB,NA,NMB,National Museum,NA
NMB_NMB,NMB,NMB,NMB,National Museum,NA
NMBT_NA,NMBT,NA,NMBT,Natuurmuseum Brabant,NA
NMBT_NMBT,NMBT,NMBT,NMBT,Natuurmuseum Brabant,NA
Botany_NMBT,Botany,NMBT,NMBT,Natuurmuseum Brabant,NA
NMC_NA,NMC,NA,NMC,New Mexico State University,NA
NMC_NMC,NMC,NMC,NMC,New Mexico State University,NA
NMCR_NA,NMCR,NA,NMCR,New Mexico State University,NA
NMCR_NMCR,NMCR,NMCR,NMCR,New Mexico State University,NA
NMFC_NA,NMFC,NA,NMFC,Inner Mongolia Forestry College,NA
NMFC_NMFC,NMFC,NMFC,NMFC,Inner Mongolia Forestry College,NA
NMHU_NMHU,NMHU,NMHU,NMHU,New Mexico Highlands University,NA
NML_NML,NML,NML,NML,Naturkundemuseum Leipzig,NA
NMLU_NA,NMLU,NA,NMLU,Natur-Museum Luzern,NA
NMLU_NMLU,NMLU,NMLU,NMLU,Natur-Museum Luzern,NA
Herbarium Generale_NMLU,Herbarium Generale,NMLU,NMLU,Natur-Museum Luzern,NA
Herb. Hans Wallimann_NMLU,Herb. Hans Wallimann,NMLU,NMLU,Natur-Museum Luzern,NA
Herbarium Lucernense_NMLU,Herbarium Lucernense,NMLU,NMLU,Natur-Museum Luzern,NA
NMMA_NA,NMMA,NA,NMMA,The Nantucket Maria Mitchell Association,NA
NMMA_NMMA,NMMA,NMMA,NMMA,The Nantucket Maria Mitchell Association,NA
NMN_NA,NMN,NA,NMN,Northamptonshire Natural History Society,NA
NMN_NMN,NMN,NMN,NMN,Northamptonshire Natural History Society,NA
Herbarium_NMNL,Herbarium,NMNL,NMNL,Natuurmuseum Nijmegen e.o.,NA
NMNL_NMNL,NMNL,NMNL,NMNL,Natuurmuseum Nijmegen e.o.,NA
NMPG_NA,NMPG,NA,NMPG,Zhejiang Institute of Traditional Chinese Medicine,NA
NMPG_NMPG,NMPG,NMPG,NMPG,Zhejiang Institute of Traditional Chinese Medicine,NA
NMR Plantae and Fungi_NMR,NMR Plantae and Fungi,NMR,NMR,Semyung University,NA
NMR_NMR,NMR,NMR,NMR,Semyung University,NA
NMSG_NA,NMSG,NA,NMSG,Naturmuseum St. Gallen,NA
NMSG_NMSG,NMSG,NMSG,NMSG,Naturmuseum St. Gallen,NA
NMSRC_NA,NMSRC,NA,NMSRC,University of Nizwa,NA
NMSRC_NMSRC,NMSRC,NMSRC,NMSRC,University of Nizwa,NA
NMC_NMSU,NMC,NMSU,NMSU,Northwest Missouri State University,NA
NMCR_NMSU,NMCR,NMSU,NMSU,Northwest Missouri State University,NA
NMSU_NMSU,NMSU,NMSU,NMSU,Northwest Missouri State University,NA
NMTC_NA,NMTC,NA,NMTC,Inner Mongolia Normal University,NA
NMTC_NMTC,NMTC,NMTC,NMTC,Inner Mongolia Normal University,NA
NMW_NA,NMW,NA,NMW,National Museum Wales,NA
NMW_NMW,NMW,NMW,NMW,National Museum Wales,NA
NMWw_NA,NMWw,NA,NMWw,National Museum Wales,xylarium|not in IH
NMWw_NMWw,NMWw,NMWw,NMWw,National Museum Wales,xylarium|not in IH
NNA_NA,NNA,NA,NNA,Nanning Arboretum,NA
NNA_NNA,NNA,NNA,NNA,Nanning Arboretum,NA
NNH_NNH,NNH,NNH,NNH,Nakdonggang National Institute of Biological Resources,NA
NNSU_NA,NNSU,NA,NNSU,Lobachevsky State University Nizhny Novgorod,NA
NNSU_NNSU,NNSU,NNSU,NNSU,Lobachevsky State University Nizhny Novgorod,NA
NO_NO,NO,NO,NO,Tulane University,NA
Vascular Plants_NO,Vascular Plants,NO,NO,Tulane University,NA
NO_TUMNH,NO,TUMNH,NO,Tulane University,NA
NOCC_NA,NOCC,NA,NOCC,The National Orchid Conservation Center,NA
NOCC_NOCC,NOCC,NOCC,NOCC,The National Orchid Conservation Center,NA
NOLS_NA,NOLS,NA,NOLS,University of New Orleans,NA
NOLS_NOLS,NOLS,NOLS,NOLS,University of New Orleans,NA
NOSU_NA,NOSU,NA,NOSU,Northeastern State University,NA
NOSU_NOSU,NOSU,NOSU,NOSU,Northeastern State University,NA
NOT_NA,NOT,NA,NOT,Nottingham City Natural History Museum,NA
NOT_NOT,NOT,NOT,NOT,Nottingham City Natural History Museum,NA
NOTM_NA,NOTM,NA,NOTM,University of Nottingham,NA
NOTM_NOTM,NOTM,NOTM,NOTM,University of Nottingham,NA
NOU_NA,NOU,NA,NOU,Institut de Recherche pour le Développement (IRD),NA
NOU_NOU,NOU,NOU,NOU,Institut de Recherche pour le Développement (IRD),NA
NPA_NA,NPA,NA,NPA,"Nanjing Institute of Geology and Paleontology, Academia Sinica",NA
NPA_NPA,NPA,NPA,NPA,"Nanjing Institute of Geology and Paleontology, Academia Sinica",NA
NPB_NA,NPB,NA,NPB,"Natal Parks, Game, and Fish Preservation Board",NA
NPB_NPB,NPB,NPB,NPB,"Natal Parks, Game, and Fish Preservation Board",NA
NPH_NPH,NPH,NPH,NPH,Ningbo Botanical Garden,NA
NPRI_NA,NPRI,NA,NPRI,Seoul National University,NA
NPRI_NPRI,NPRI,NPRI,NPRI,Seoul National University,NA
NPT_NA,NPT,NA,NPT,Newport Museum and Art Gallery,NA
NPT_NPT,NPT,NPT,NPT,Newport Museum and Art Gallery,NA
NPWRC_NA,NPWRC,NA,NPWRC,"Northern Prairie Research Center, U.S. Department of the Interior, U.S. Geological Survey, Biological Resource Division",NA
NPWRC_NPWRC,NPWRC,NPWRC,NPWRC,"Northern Prairie Research Center, U.S. Department of the Interior, U.S. Geological Survey, Biological Resource Division",NA
NR_NA,NR,NA,NR,Institute of Forest Ecology Slovak Academy of Sciences,NA
NR_NR,NR,NR,NR,Institute of Forest Ecology Slovak Academy of Sciences,NA
NRCC_NA,NRCC,NA,NRCC,National Research Council of Canada,NA
NRCC_NRCC,NRCC,NRCC,NRCC,National Research Council of Canada,NA
NRN_NA,NRN,NA,NRN,"Nairn Literary Society Library, Public Library",NA
NRN_NRN,NRN,NRN,NRN,"Nairn Literary Society Library, Public Library",NA
NRRI_NRRI,NRRI,NRRI,NRRI,University of Minnesota Duluth,NA
NRRL_NA,NRRL,NA,NRRL,"National Center for Agricultural Utilization Research, USDA/ARS",NA
NRRL_NRRL,NRRL,NRRL,NRRL,"National Center for Agricultural Utilization Research, USDA/ARS",NA
NS_NA,NS,NA,NS,"Central Siberian Botanical Garden, SB RAS",NA
NS_NS,NS,NS,NS,"Central Siberian Botanical Garden, SB RAS",NA
NSAC_NA,NSAC,NA,NSAC,Nova Scotia Agricultural College,NA
NSAC_NSAC,NSAC,NSAC,NSAC,Nova Scotia Agricultural College,NA
NSCA_NA,NSCA,NA,NSCA,North Scotland College of Agriculture,NA
NSCA_NSCA,NSCA,NSCA,NSCA,North Scotland College of Agriculture,NA
NSDA_NA,NSDA,NA,NSDA,Nevada Division of Agriculture,NA
NSDA_NSDA,NSDA,NSDA,NSDA,Nevada Division of Agriculture,NA
NSK_NA,NSK,NA,NSK,Central Siberian Botanical Garden,NA
NSK_NSK,NSK,NSK,NSK,Central Siberian Botanical Garden,NA
NSM_NA,NSM,NA,NSM,Sun Yat-Sen Tomb and Memorial Park Commission,NA
NSM_NSM,NSM,NSM,NSM,Sun Yat-Sen Tomb and Memorial Park Commission,NA
NSMC_NA,NSMC,NA,NSMC,Nevada State Museum,NA
NSMC_NSMC,NSMC,NSMC,NSMC,Nevada State Museum,NA
NSPM_NA,NSPM,NA,NSPM,"The Nova Scotia Museum of Natural History, Collections",NA
NSPM_NSPM,NSPM,NSPM,NSPM,"The Nova Scotia Museum of Natural History, Collections",NA
NSRF_NA,NSRF,NA,NSRF,Nova Scotia Research Foundation,NA
NSRF_NSRF,NSRF,NSRF,NSRF,Nova Scotia Research Foundation,NA
NSS_NA,NSS,NA,NSS,University of Liverpool Botanic Gardens,NA
NSS_NSS,NSS,NSS,NSS,University of Liverpool Botanic Gardens,NA
NSU_NA,NSU,NA,NSU,Northern State University,NA
NSU_NSU,NSU,NSU,NSU,Northern State University,NA
HERB_NSW,HERB,NSW,NSW,Royal Botanic Gardens & Domain Trust,NA
NSW_NSW,NSW,NSW,NSW,Royal Botanic Gardens & Domain Trust,NA
Royal Botanic Gardens Sydney_NSW,Royal Botanic Gardens Sydney,NSW,NSW,Royal Botanic Gardens & Domain Trust,NA
BioNet Atlas of NSW Wildlife_NSW Office of Environment and Heritage,BioNet Atlas of NSW Wildlife,NSW Office of Environment and Heritage,NSW,Royal Botanic Gardens & Domain Trust,NA
NSWF_NA,NSWF,NA,NSWF,State Forests of New South Wales,NA
NSWF_NSWF,NSWF,NSWF,NSWF,State Forests of New South Wales,NA
NT_NA,NT,NA,NT,Department of Environment and Natural Resources,NA
NT_NT,NT,NT,NT,Department of Environment and Natural Resources,NA
NTLN_NA,NTLN,NA,NTLN,County Record Office,NA
NTLN_NTLN,NTLN,NTLN,NTLN,County Record Office,NA
NTM_NA,NTM,NA,NTM,Muséum d'Histoire Naturelle de Nantes,NA
NTM_NTM,NTM,NTM,NTM,Muséum d'Histoire Naturelle de Nantes,NA
NTN_NA,NTN,NA,NTN,Central Museum and Art Gallery,NA
NTN_NTN,NTN,NTN,NTN,Central Museum and Art Gallery,NA
NTPI_NTPI,NTPI,NTPI,NTPI,Nizhny Tagil State Social Pedagogical Institute of Russian State Vocational Pedagogical University,NA
NTS_NA,NTS,NA,NTS,"Nevada Operations Office, U.S. Department of Energy",NA
NTS_NTS,NTS,NTS,NTS,"Nevada Operations Office, U.S. Department of Energy",NA
