"","name","decimallongitude","decimallatitude","city","country","address","source","type","geocoding.precision.m","geocoding.issue","geocoding.source","inside.ptoected.area.WDPAID","pais"
"326","Arboretum Wespelaar",4.6339,50.9585,"Haacht-Wespelaar","BEL",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Belgium"
"327","Arboretum Wespelaar",4.63416,50.95514,"Haacht-Wespelaar","BEL",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Belgium"
"329","Arboretum, Bolestraszyce - Zamek, Department of Physiography",22.86038,49.81745,"Bolestraszyce","POL",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Poland"
"331","Arbroath Scientific and Natural History Society",NA,NA,"Arbroath","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"United Kingdom"
"335","Archbold Biological Station",-81.35208,27.18286,"Lake Placid","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",555583152,"United States"
"338","Argotti Botanic Garden",14.50272,35.89253,"Floriana",NA,NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,NA
"339","Argotti Botanic Garden",14.50272,35.89253,"Floriana","MLT",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Malta"
"340","Argotti Botanic Gardens  Herbarium",14.50272,35.89253,"Floriana",NA,NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,NA
"341","Argotti Botanic Gardens  Herbarium",14.50272,35.89253,"Floriana","MLT",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Malta"
"342","Arid Zone Experimental Station",NA,NA,"Almera","ESP",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"Spain"
"344","Arizona-Sonora Desert Museum",-111.1682,32.244,"Tucson","USA","2021 N Kinney Rd","indexherbariorum","Herbarium",10,NA,"automatic",555610873,"United States"
"345","Arizona-Sonora Desert Museum",-111.1682,32.244,"Tucson","USA","2021 N. Kinney Rd","grbioorg","Museum",10,NA,"automatic",555610873,"United States"
"346","Arizona-Sonora Museum",-111.1682,32.244,NA,"USA",NA,"grbioorg","Museum",10,NA,"automatic",555610873,"United States"
"349","Arizona State University, School of Life Sciences",-112.011,33.6514,"Tempe","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"350","Arkansas Natural Heritage Commission",-92.2822,34.7522,"Little Rock","USA",NA,"indexherbariorum","Herbarium",1000,NA,"CD",NA,"United States"
"353","Arkansas State University, Department of Biological Sciences",-90.6771,35.843,"Jonesboro","USA",NA,"indexherbariorum","Herbarium",1000,NA,"CD",NA,"United States"
"355","Arkansas Tech University, Department of Biological Sciences",-93.1418,35.3037,"Russellville","USA","McEver Hall","indexherbariorum","Herbarium",1000,NA,"CD",NA,"United States"
"356","Armagh Field Naturalists Society",NA,NA,"Armagh","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"CD",NA,"United Kingdom"
"360","Armstrong State University, Biology Department",-81.1651,31.9783,"Savannah","USA","11935 Abercorn St","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"361","Arnold Arboretum of Harvard University, The",-71.1164,42.3784,"Boston","USA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United States"
"362","Arnold Arboretum of Harvard University, The",-71.12078,42.30737,"Boston","USA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United States"
"364","Arnold Arboretum, Harvard University",-71.12078,42.30737,"Jamaica Plain","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"366","Art Gallery and Museum",-4.2919,55.8691,"Glasgow","GBR",NA,"grbioorg","Museum",1000,NA,"HF",NA,"United Kingdom"
"367","Art Gallery and Museum, Central Library",-2.5958,53.3871,"Altrincham","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"368","Art Gallery and Museumtural History Department",NA,NA,"Glasgow","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"United Kingdom"
"371","Arts and Science University",96.09705,21.95557,"Mandalay","MMR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Myanmar (Burma)"
"372","Artvin Coruh University, Seyitler Campus",41.8208,41.1809,"Seyitler","TUR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Turkey"
"374","Asenovgrad Museum",24.8797,42.0084,NA,"BGR","Badelema Quarter, 212 St","grbioorg","Museum",10,NA,"AZ",NA,"Bulgaria"
"375","Ashton-under-Lyne Linnean Botanical Society",NA,NA,"Ashton-Under-Lyne","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"CD",NA,"United Kingdom"
"387","Asociacion Jardin Botanico La Laguna, Urbanizacion Plan de La Laguna, Seccion Tecnica-Cientifica",-89.2489,13.6702,"La Libertad","SLV",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"El Salvador"
"391","Assiut University, Faculty of Science, Botany Department",31.1699,27.1894,"Assiut","EGY",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Egypt"
"395","Associazione Micologica Bresadola",11.09172,46.14727,"Trento","ITA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Italy"
"398","Astrakhan State University",48.0599,46.3588,"Astrakhan","RUS",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Russia"
"399","Ataturk Arboretum",28.9825,41.1758,"Istanbul","TUR",NA,"BCGI","Botanic_garden",1000,NA,"VZ",NA,"Turkey"
"401","Ataturk Universitesi, Fen Fakultesi",41.24358,39.90078,"Erzurum","TUR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Turkey"
"402","Athabasca University",-113.304,54.7172,NA,"CAN",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Canada"
"403","Athreya Research Foundation",76.35535,10.08008,"Ernakulam","IND",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"India"
"404","Atkins Jardin Botanico de Cienfuegos",-80.32549,22.12495,"Cienfuegos","CUB","Calle Real 136, Pepito Tey","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Cuba"
"405","Atlanta Botanical Garden",-84.3735,33.7904,"Atlanta","USA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United States"
"406","Atlanta Botanical Garden",-84.37276,33.7892,"Atlanta","USA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United States"
"408","Atlantic Forestry Centre, Canadian Forest Servicetural Resources Canada",-66.661,45.9342,"Fredericton","CAN","Hugh John Flemming Forestry Centre","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Canada"
"413","Auburn University Entomological Museum",-85.4861,32.6034,NA,"USA",NA,"grbioorg","Museum",10,NA,"automatic",NA,"United States"
"414","Auburn University Museum DiGIR Provider",-77.5378,37.5703,NA,"USA",NA,"GBIF","Museum",10,NA,"automatic",NA,"United States"
"415","Auburn University Museum of Natural History",-85.4861,32.6034,"Auburn","USA","Biodiversity Learning Center 381 Mell St. Auburn University","grbioorg","Museum",10,NA,"automatic",NA,"United States"
"416","Auburn University Museum of Natural History",-85.4861,32.6034,"Auburn University","USA","Biodiversity Learning Center","grbioorg","Museum",10,NA,"automatic",NA,"United States"
"417","Auburn University, Biological Sciences Department",-85.4861,32.6034,"Auburn","USA","138 Funchess Hall","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"418","Auckland Botanic Gardens",174.9074,-37.0136,"Auckland","NZL",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"New Zealand"
"419","Auckland Institute and Museum",174.7778,-36.8604,"Auckland","NZL","Auckland Domain","grbioorg","Museum",1000,NA,"NW",NA,"New Zealand"
"420","Auckland War Memorial Museum",174.7777,-36.8607,"Auckland","NZL","The Domain","indexherbariorum","Herbarium",10,NA,"automatic",NA,"New Zealand"
"421","Auckland War Memorial Museum",174.7777,-36.8607,"Auckland","NZL","The Domain.","grbioorg","Museum",10,NA,"automatic",NA,"New Zealand"
"422","Auckland War Memorial Museum",174.7778,-36.8607,"Auckland","NZL",NA,"wikipedia","Museum",10,NA,"automatic",NA,"New Zealand"
"423","Auckland War Memorial Museum",174.7778,-36.8607,"Auckland","NZL","Private Bag 49","GBIF","Museum",10,NA,"automatic",NA,"New Zealand"
"426","Augustana College, Biology Department",-96.73904,43.52485,"Sioux Falls","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"428","Auroville Botanical Gardens",79.80796,11.98608,"Kottakuppam","IND",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"India"
"429","Auroville Foundation",79.8118,12.0094,"Auroville","IND",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"India"
"434","Austin Peay State University, Biology Department",-87.3527,36.5327,"Clarksville","USA","College Street","indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"437","Australian Biological Tissue Collection, South Australian Museum",138.6009,-34.9203,"Adelaide","AUS","Evolutionary Biology Unit South Australian Museum North Terrace","grbioorg","Museum",1000,NA,"HF",NA,"Australia"
"440","Australian Fossil and Mineral Museum",149.5806,-33.417,"Bathurst","AUS",NA,"wikipedia","Museum",10,NA,"automatic",NA,"Australia"
"441","Australian Institute of Marine Science",147.05468,-19.2677,"Townsville",NA,NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,NA
"442","Australian Institute of Marine Science",147.05468,-19.2677,"Townsville","AUS",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Australia"
"444","Australian Museum",115.8619,-31.9497,"Sydney","AUS","6 College Street","grbioorg","Museum",10,NA,"automatic",NA,"Australia"
"445","Australian Museum",151.2133,-33.8743,"Sydney","AUS",NA,"wikipedia","Museum",10,NA,"automatic",NA,"Australia"
"448","Australian National Botanic Gardens",149.10892,-35.27888,"Canberra","AUS",NA,"BCGI","Botanic_garden",10,NA,"automatic",313664,"Australia"
"449","Australian National Botanic Gardens",149.10892,-35.27888,"Canberra","AUS","CSIRO Plant Industry, Clunies Ross Street, Acton, Black Mountain","indexherbariorum","Herbarium",10,NA,"automatic",313664,"Australia"
"453","Australian National Herbarium (CANB)",149.10892,-35.27888,"Canberra","AUS",NA,"GBIF","Herbarium",1000,NA,"RS",313664,"Australia"
"454","Australian National Herbarium, Centre for Australian National Biodiversity Research",149.1107,-35.2752,"Canberra","AUS","CSIRO Plant Industry, Clunies Ross Street, Acton, Black Mountain","indexherbariorum","Herbarium",1000,NA,"JA",313664,"Australia"
"461","Australian National University, Chemistry Department",149.11864,-35.27645,"Canberra","AUS",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Australia"
"462","Australian National University, School of Life Sciences, Faculty of Science, Division of Botany and Zoology",149.1155,-35.2765,"Canberra","AUS","Daley Road, Acton","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Australia"
"467","Australian Tropical Herbarium",145.683,-16.8168,"Cairns","AUS",NA,"indexherbariorum","Herbarium",1000,"general_institution","JA",NA,"Australia"
"471","Ayurveda Regional Research Institute",NA,NA,"Itanagar","IND","Near P Sector","indexherbariorum","Herbarium",NA,NA,"JA",NA,"India"
"472","Azerbaijan Geology Museum",NA,NA,"Baku","AZE",NA,"wikipedia","Museum",NA,NA,"CD",NA,"Azerbaijan"
"473","Azerbaijan National Academy of Sciences Mardakan Dendrary",50.16213,40.48916,"baku",NA,NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,NA
"474","Azerbaijan National Academy of Sciences Mardakan Dendrary",50.16213,40.48916,"baku","AZE",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Azerbaijan"
"478","Babes-Bolyai University, A Borza Botanical Garden",23.59128,46.7678,"Cluj-Napoca","ROU",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Romania"
"486","Bacup Natural History Society",NA,NA,"Bacup","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"United Kingdom"
"487","Bagshaw Museum",-1.6452,53.7275,"Batley","GBR",NA,"grbioorg","Museum",1000,NA,"TA",NA,"United Kingdom"
"488","Bagshaw Museum, Kirklees Metropolitan Council",-1.6453,53.7279,"Batley","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"CD",NA,"United Kingdom"
"489","Bailey-Matthews National Shell Museum",-82.0927,26.4381,"Sanibel","USA","Ombustvedtveien 20","GBIF","Museum",1000,NA,"RS",21116,"United States"
"490","Bali Shell Museum",115.1867,-8.7143,"Bali","IDN",NA,"wikipedia","Museum",10,NA,"automatic",NA,"Indonesia"
"492","Ball State University, Biology Department",-85.407,40.2061,"Muncie","USA",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United States"
"494","Ballarat Botanic Gardens",143.82141,-37.54629,"Ballarat","AUS",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Australia"
"497","Banaras Hindu University, Botany Department",82.991,25.267,"Varanasi","IND",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"India"
"498","Banaras Hindu University, Institute of Agricultural Sciences, Mycology and Plant Pathology Department",82.99156,25.26395,"Varanasi","IND",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"India"
"499","Banasthali University, Department of Bioscience and Biotechnology",75.87,26.4043,NA,"IND",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"India"
"505","Banding Zoological Museum",NA,NA,NA,"IDN",NA,"grbioorg","Museum",NA,NA,"MA",NA,"Indonesia"
"506","Banff Museum",-2.5231,57.6635,"Banff","GBR",NA,"grbioorg","Museum",1000,NA,"AH",NA,"United Kingdom"
"507","Banff Museum, North East of Scotland Library Service Museum Service",NA,NA,"Banff","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"CD",NA,"United Kingdom"
"508","Banff Park Museum",-115.5716,51.1738,NA,"CAN",NA,"grbioorg","Museum",10,NA,"StS",615,"Canada"
"510","Bangkok Herbarium, Department of Agriculture, Plant Variety Protection Office",NA,NA,"Bangkok","THA",NA,"indexherbariorum","Herbarium",NA,NA,"CD",NA,"Thailand"
"511","Bangkok Seashell Museum",100.5182,13.7226,"Bangkok","THA",NA,"wikipedia","Museum",10,NA,"automatic",NA,"Thailand"
"512","Bangladesh National Herbarium",90.3486,23.8134,"Dhaka","BGD",NA,"indexherbariorum","Herbarium",1000,NA,"JA",555587050,"Bangladesh"
"514","Bankfield Museum and Art Gallery",-1.8682,53.7345,"Halifax","GBR",NA,"grbioorg","Museum",1000,NA,"HF",NA,"United Kingdom"
"515","Bankfield Museum and Art Gallery, Metropolitan Borough of Calderdale",-1.8634,53.7326,"Halifax","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"CD",NA,"United Kingdom"
"517","Barbados Museum and Historical Society",-59.6022,13.0834,NA,"BRB",NA,"grbioorg","Museum",10,NA,"MA",NA,"Barbados"
"520","Bartlett Arboretum",-97.28518,37.39225,NA,"USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"521","Barton-on-Humber Grammar School",NA,NA,"Barton-On-Humber","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"United Kingdom"
"523","Basler Botanische Gesellschaft, Universitat Basel, Botanisches Institut",7.5817,47.5591,"Basel","CHE",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Switzerland"
"527","Bates College, Biology Department",-70.20219,44.10572,"Lewiston","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"528","Bath Geology Museum (now the Royal Literary and Scientific Institution)",-2.3643,51.3834,NA,"GBR",NA,"grbioorg","Museum",10,NA,"StS",NA,"United Kingdom"
"529","Bath Natural History Society",NA,NA,"Bath","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"United Kingdom"
"531","Batumi Botanical Garden",41.7189,41.7002,"Batumi","GEO",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Georgia"
"532","Batumi Botanical Garden",41.7075,41.69444,"Batumi","GEO",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Georgia"
"533","Batumi Botanical Garden, Botany Department",41.7075,41.69444,"Batumi","GEO",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Georgia"
"539","Baylor University, Biology Department",-97.11297,31.5479,"Waco","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"540","Baylor University, Plant Biotechnology Center",-97.1143,31.5498,"Gruver","USA",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United States"
"541","Baysgarth Museum",-0.4399,53.6795,"Barton-on-Humber","GBR",NA,"grbioorg","Museum",10,NA,"automatic",NA,"United Kingdom"
"542","Baysgarth Museum, Glanford Borough Council",NA,NA,"Barton-On-Humber","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"CD",NA,"United Kingdom"
"544","Beaty Biodiversity Museum",-123.2512,49.2634,"British Columbia","CAN",NA,"wikipedia","Museum",1000,NA,"CD",NA,"Canada"
"546","Bedford College, University of London",-0.56306,51.42567,"Egham","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"549","Bedford Public Library, Bedfordshire County Council",-71.28392,42.49225,"Bedford","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"550","Bedfordshire Natural History Society",NA,NA,"Bedford","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"United Kingdom"
"551","Bedgebury National Pinetum  Forest",0.44759,51.07257,NA,"GBR",NA,"BCGI","Botanic_garden",10,NA,"automatic",20609,"United Kingdom"
"553","Beechwood Botanical Gardens",28.0411,-26.1323,"Johannesburg","ZAF",NA,"BCGI","Botanic_garden",1000,NA,"VZ",NA,"South Africa"
"556","Beijing Agricultural University, College of Biology",116.3436,40.0022,"Beijing","CHN",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"China"
"558","Beijing Forestry University",116.342,40.0011,"Beijing","CHN","Xiao Zhuang, Haidian District","indexherbariorum","Herbarium",10,NA,"automatic",NA,"China"
"561","Beijing Medicinal Garden",116.20942,39.9994,"Beijing","CHN",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"China"
"562","Beijing Museum of Natural History",116.399,39.8827,"Beijing","CHN",NA,"wikipedia","Museum",1000,NA,"JA",NA,"China"
"563","Beijing Natural History Museum",116.40007,39.88336,"Beijing","CHN",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"China"
"565","Beijing Normal University, College of Life Sciences, Biology Department",116.3662,39.9621,"Beijing","CHN","19 Xinjiekouwai Avenue","indexherbariorum","Herbarium",1000,NA,"CD",NA,"China"
"567","Beipiao Paleontological Museum",1.2506,41.4745,NA,"CHN",NA,"grbioorg","Museum",10,"general_institution","StS",NA,"China"
"570","Belarusian State University, Botany Department",27.5928,53.9209,"Minsk","BLR","4 F Skoryny Avenue","indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Belarus"
"571","Belau National Museum",134.4761,7.3367,"Koror","PLW","PO Box 666","indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Palau"
"572","Belfast Natural History and Philosophical Society",NA,NA,"Belfast","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"CD",NA,"United Kingdom"
"573","Belfast Naturalists Field Club",NA,NA,"Belfast","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"CD",NA,"United Kingdom"
"578","Bell Museum of Natural History",-97.1147,31.5521,NA,"USA",NA,"grbioorg","Museum",10,NA,"automatic",NA,"United States"
"579","Bell Pettigrew Museum",-2.7938,56.3378,"St Andrews","GBR",NA,"wikipedia","Museum",1000,NA,"CD",NA,"United Kingdom"
"580","Belle Vue Museum",-1.8716,53.7217,"Halifax","GBR",NA,"grbioorg","Museum",1000,"insecure_institution_quality","AH",NA,"United Kingdom"
"581","Belle Vue Museum, Central Library",NA,NA,"Halifax","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"United Kingdom"
"583","Belogorye Nature Reserve",35.97615,50.61085,"Borisovka","RUS","Monastyrskaya St 4","indexherbariorum","Herbarium",10,NA,"automatic",1733,"Russia"
"585","Beloit College, Biology Department",-89.0309,42.503,"Beloit","USA",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United States"
"589","Benedictine College, Biology Department",-95.1149,39.5723,"Atchison","USA","1020 North Second Street","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"591","Benediktinerstift Admontturhistorisches Museum",14.4612,47.57406,"Admont","AUT",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Austria"
"592","Bengal Natural History Museum",118.4086,-32.1959,NA,"IND",NA,"grbioorg","Museum",10,NA,"MA",NA,"India"
"593","Benmore Botanic Garden",-4.9926,56.0253,"Benmore","GBR",NA,"BCGI","Botanic_garden",10,NA,"automatic",183407,"United Kingdom"
"594","Benmore Botanic Garden",-4.99104,56.02657,"Benmore","GBR",NA,"BCGI","Botanic_garden",10,NA,"automatic",183407,"United Kingdom"
