order,collection.string,collectioncode.gbif,institutioncode.gbif,name,rightsholder,index.herbariorum.or.working.code,organization,branch,department,section,OBS
46,HERB_B,HERB,B,NA,NA,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA,NA,Herbarium,
47,Herbarium Berolinense_B,Herbarium Berolinense,B,NA,NA,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA,NA,Herbarium,
48,Herbarium Willing_B,Herbarium Willing,B,NA,NA,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA,NA,Herbarium,
49,Lichen Herbarium Berlin_B,Lichen Herbarium Berlin,B,NA,NA,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA,NA,Herbarium,
50,HERB_BA,HERB,BA,NA,NA,BA,"Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia""",NA,NA,Herbario,
51,HERB_BAA,HERB,BAA,NA,NA,BAA,Universidad de Buenos Aires,NA,Facultad de Agronomía,Herbario Gaspar Xuárez,
52,HERB_BAB,HERB,BAB,NA,NA,BAB,Instituto Nacional de Tecnología Agropecuaria,Centro de Recursos Naturales,Instituto de Recursos Biológicos,Herbario,
53,BABY_BABY,BABY,BABY,NA,NA,BABY,Yukon Government,NA,NA,B. A. Bennett Herbarium,
54,HERB_BACAU,HERB,BACAU,NA,NA,BACAU,,,,,not in IH
55,HERB_BACF,HERB,BACF,NA,NA,BACF,,,,,not in IH
56,HERB_BACP,HERB,BACP,NA,NA,BACP,CEFYBO,NA,Unidad Botánica,Herbario,
57,HERB_BAF,HERB,BAF,NA,NA,BAF,Universidad de Buenos Aires,Museo de Farmacobotánica Juan A. Domínguez,Facultad de Farmacia y Bioquímica,Herbario,
58,HERB_BAFC,HERB,BAFC,NA,NA,BAFC,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,Departamento de Ciencias Biológicas,Herbario,
59,HERB_BAI,HERB,BAI,NA,NA,BAI,Instituto Forestal Nacional (IFONA),NA,Centro Forestal Castelar,Herbario,
60,HERB_BAL,HERB,BAL,NA,NA,BAL,UNMdP (Universidad Nacional de Mar del Plata) - INTA (Instituto Nacional de Tecnología Agropecuaria),Unidad Integrada Balcarce - FCA/UNMdP - EEA Balcarce INTA,Cátedra de Botánica Agrícola - Banco de Germoplasma,Herbarium,
61,"Systematic Botany and Mycology Laboratory, USDA/ARS_BARC","Systematic Botany and Mycology Laboratory, USDA/ARS",BARC,NA,NA,BARC,"United States National Arboretum, USDA-ARS",NA,NA,U.S. National Seed Herbarium,
62,University of Suriname_BBS,University of Suriname,BBS,NA,NA,BBS,University of Suriname,NA,NA,National Herbarium,
63,BC_BC,BC,BC,NA,NA,BC,Institut Botànic de Barcelona,NA,NA,Herbario,
64,BC-Cadevall_BC,BC-Cadevall,BC,NA,NA,BC,Institut Botànic de Barcelona,NA,NA,Herbario,
65,BC-Cuatrecasas_BC,BC-Cuatrecasas,BC,NA,NA,BC,Institut Botànic de Barcelona,NA,NA,Herbario,
66,BC-ICHN_BC,BC-ICHN,BC,NA,NA,BC,Institut Botànic de Barcelona,NA,NA,Herbario,
67,BC-Ruiz & Pavón_BC,BC-Ruiz & Pavón,BC,NA,NA,BC,Institut Botànic de Barcelona,NA,NA,Herbario,
68,BC-SBB_BC,BC-SBB,BC,NA,NA,BC,Institut Botànic de Barcelona,NA,NA,Herbario,
69,BC-Sennen_BC,BC-Sennen,BC,NA,NA,BC,Institut Botànic de Barcelona,NA,NA,Herbario,
70,BC-Tremols_BC,BC-Tremols,BC,NA,NA,BC,Institut Botànic de Barcelona,NA,NA,Herbario,
71,BCN-Seeds_BCN,BCN-Seeds,BCN,NA,NA,BCN,University of Barcelona,NA,Plant Biodiversity Resource Centre,Herbarium of the University of Barcelona,
72,Cormophyta_BCN,Cormophyta,BCN,NA,NA,BCN,University of Barcelona,NA,Plant Biodiversity Resource Centre,Herbarium of the University of Barcelona,
73,BDBCV-General_BDBCV,BDBCV-General,BDBCV,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,NA,BDBCV,,,,,not in IH
74,Tracheophyta_BDCJ,Tracheophyta,BDCJ,NA,NA,BDCJ,Biodiversity Center of Japan,,,,not in IH
75,BESA_BESA,BESA,BESA,NA,NA,BESA,Muséum d'Histoire naturelle de Besançon,NA,NA,Besançon Herbarium,
76,RBHw_BFH,RBHw,BFH,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),RBHw,,,,,not in IH
77,BFLportal01coll_BFL,BFLportal01coll,BFL,NA,NA,BFL,,,,,not in IH (flora)
78,CHITw_BFRI,CHITw,BFRI,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),CHITw,Bangladesh Forest Research Institute,,,,
79,S_BG,S,BG,NA,NA,BG,University of Bergen,NA,Museum of Natural History,Herbarium,CHECK
80,Herbarium Berolinense_BGBM,Herbarium Berolinense,BGBM,NA,NA,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA,NA,Herbarium,
81,NK_Bilsa_BGBM,NK_Bilsa,BGBM,NA,NA,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA,NA,Herbarium,
82,NK_Otonga_BGBM,NK_Otonga,BGBM,NA,NA,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA,NA,Herbarium,
83,UM05_BGBM,UM05,BGBM,NA,NA,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA,NA,Herbarium,
84,BGR_BGR,BGR,BGR,NA,NA,EURISCO,,,,,
85,HERB_BH,HERB,BH,NA,NA,BH,Cornell University,NA,Department of Plant Biology,L. H. Bailey Hortorium Herbarium,
86,"Belo Horizonte, Herbario_BHCB","Belo Horizonte, Herbario",BHCB,NA,NA,BHCB,Universidade Federal de Minas Gerais,Instituto de Ciências Biológicas,Departamento de Botânica,Herbário do Instituto de Ciências Biológicas,
87,"Belo Horizonte, Herbârio_BHCB","Belo Horizonte, Herbârio",BHCB,NA,NA,BHCB,Universidade Federal de Minas Gerais,Instituto de Ciências Biológicas,Departamento de Botânica,Herbário do Instituto de Ciências Biológicas,
88,HERB_BHCB,HERB,BHCB,NA,NA,BHCB,Universidade Federal de Minas Gerais,Instituto de Ciências Biológicas,Departamento de Botânica,Herbário do Instituto de Ciências Biológicas,
89,LIMO_BIBLIMO,LIMO,BIBLIMO,NA,NA,LIMO,Université de Limoges,NA,Service Commun de la Documentation,Herbier,
90,FBIGA_BIGA,FBIGA,BIGA,NA,NA,LOU,AGACAL. Xunta de Galicia,Centro de Investigaciones Forestales de Lourizan,NA,Herbarium LOU,
91,BIHM_BIHM,7,BIHM,NA,NA,BIHM,,,,,not in IH
92,BIO_BIO,BIO,BIO,NA,NA,BIO,University of the Basque Country (UPV/EHU),Faculty of Science and Technology,NA,Herbario,
93,WIKILIG_BIO-UNIPI,WIKILIG,BIO-UNIPI,NA,NA,PI,Università di Pisa,NA,"Sistema Museale di Ateneo, Orto e Museo Botanico",Herbarium Horti Botanici Pisani,
94,WIKISAR_BIO-UNIPI,WIKISAR,BIO-UNIPI,NA,NA,PI,Università di Pisa,NA,"Sistema Museale di Ateneo, Orto e Museo Botanico",Herbarium Horti Botanici Pisani,
95,WIKITOS_BIO-UNIPI,WIKITOS,BIO-UNIPI,NA,NA,PI,Università di Pisa,NA,"Sistema Museale di Ateneo, Orto e Museo Botanico",Herbarium Horti Botanici Pisani,
96,OAC_Biodiversity Institute of Ontario,OAC,Biodiversity Institute of Ontario,NA,University of Guelph,OAC,University of Guelph,NA,Biodiversity Centre of Ontario,Herbarium,
97,BSC_BIOECO,BSC,BIOECO,NA,NA,BSC,Centro Oriental de Ecosistemas y Biodiversidad,NA,NA,Herbario,
98,BLR_BLR,BLR,BLR,NA,NA,EURISCO,,,,,
99,HERB_BM,HERB,BM,NA,NA,BM,The Natural History Museum,NA,"Algae, Fungi and Plants Division",Herbarium,
100,The Natural History Museum_BM,The Natural History Museum,BM,NA,NA,BM,The Natural History Museum,NA,"Algae, Fungi and Plants Division",Herbarium,
101,OHN_BMO,OHN,BMO,NA,NA,OHN,"Biological Museum, Oskarshamn",NA,NA,Herbarium,
102,JEPS_BNHM-UCB,JEPS,BNHM-UCB,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),JEPS,University of California,NA,NA,Jepson Herbarium,
103,UC_BNHM-UCB,UC,BNHM-UCB,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),UC,University of California,NA,NA,University Herbarium,
104,Leiner-Herbar Konstanz_BNMK,Leiner-Herbar Konstanz,BNMK,NA,NA,BNMK,,,,,not in IH
105,Infocomp_Botanische Staatssammlung München,Infocomp,Botanische Staatssammlung München,NA,NA,M,Botanische Staatssammlung München,NA,NA,Herbarium,
106,Universidade Estadual Paulista_BOTU,Universidade Estadual Paulista,BOTU,NA,NA,BOTU,Universidade Estadual Paulista,Instituto de Biociências,Departamento de Botânica,Herbário BOTU,
107,Collection botanique E. P. Larchevêque_Boum,Collection botanique  E. P. Larchevêque,Boum,NA,NA,BOUM,Muséum d'Histoire Naturelle de Bourges,NA,NA,Herbier,
108,Collection botanique Jaubert et Saul_BOUM,Collection botanique Jaubert et Saul,BOUM,NA,NA,BOUM,Muséum d'Histoire Naturelle de Bourges,NA,NA,Herbier,
109,Herbier A. Le Grand_BOUM,Herbier A. Le Grand,BOUM,NA,NA,BOUM,Muséum d'Histoire Naturelle de Bourges,NA,NA,Herbier,
110,Herbier G. Garapin_BOUM,Herbier G. Garapin,BOUM,NA,NA,BOUM,Muséum d'Histoire Naturelle de Bourges,NA,NA,Herbier,
111,Herbier L. Mulon_BOUM,Herbier L. Mulon,BOUM,NA,NA,BOUM,Muséum d'Histoire Naturelle de Bourges,NA,NA,Herbier,
112,BISH_BPBM,BISH,BPBM,NA,Bernice Pauahi Bishop Museum,BISH,Bishop Museum,NA,Department of Natural Sciences,Herbarium Pacificum,
113,CAP_BR,CAP,BR,NA,NA,BR,Meise Botanic Garden,NA,Collections,Herbarium,
114,HERB_BR,HERB,BR,NA,NA,BR,Meise Botanic Garden,NA,Collections,Herbarium,
115,Phanerogam_BR,Phanerogam,BR,NA,NA,BR,Meise Botanic Garden,NA,Collections,Herbarium,
116,BRF Flora_BRFC,BRF Flora,BRFC,NA,Black Rock Forest Consortium Herbarium,BRFC,,,,,not in IH
117,Herbrecs_BRI,Herbrecs,BRI,NA,NA,BRI,Queensland Herbarium,NA,Department of Environment and Science,Queensland Herbarium,
118,BRIT_BRIT,BRIT,BRIT,NA,NA,BRIT,Botanical Research Institute of Texas,NA,NA,BRIT Philecology Herbarium (BRIT-SMU-VDB),
119,MapMateCentre:2v9_BSBI,MapMateCentre:2v9,BSBI,NA,NA,MapMateCentre:2v9,,,,,not in IH
120,Botany_BUF,Botany,BUF,NA,NA,BUF,Buffalo Museum of Science,NA,NA,Clinton Herbarium,
121,Herb_BUT,Herb,BUT,NA,NA,BUT,Butler University,College of Liberal Arts and Sciences,Biological Sciences,Friesner Herbarium,
122,HERB_C,HERB,C,NA,NA,C,University of Copenhagen,Natural History Museum of Denmark,NA,Herbarium C,
123,Herbarium Hauniense_C,Herbarium Hauniense,C,NA,NA,C,University of Copenhagen,Natural History Museum of Denmark,NA,Herbarium C,
124,VT_C,VT,C,NA,NA,C,University of Copenhagen,Natural History Museum of Denmark,NA,Herbarium C,
125,UBCVascular_ca.ubc,UBCVascular,ca.ubc,NA,University of British Columbia,UBC,University of British Columbia,NA,Beaty Biodiversity Museum,UBC Herbarium,
126,CANB_CANB,CANB,CANB,NA,NA,CANB,Australian National Herbarium,Centre for Australian National Biodiversity Research,NA,Herbarium,
127,CBG_CANB,CBG,CANB,NA,NA,CANB,Australian National Herbarium,Centre for Australian National Biodiversity Research,NA,Herbarium,
128,CANU_CANU,CANU,CANU,NA,NA,CANU,University of Canterbury,NA,School of Biological Sciences,Herbarium,
129,BOT_CAS,BOT,CAS,NA,NA,CAS,California Academy of Sciences,Institute for Biodiversity Science and Sustainability,Department of Botany,Herbarium,
130,BOT-BC_CAS,BOT-BC,CAS,NA,NA,CAS,California Academy of Sciences,Institute for Biodiversity Science and Sustainability,Department of Botany,Herbarium,
131,CAS-BOT_CAS,CAS-BOT,CAS,NA,NA,CAS,California Academy of Sciences,Institute for Biodiversity Science and Sustainability,Department of Botany,Herbarium,
132,DS_CAS,DS,CAS,NA,NA,CAS,California Academy of Sciences,Institute for Biodiversity Science and Sustainability,Department of Botany,Herbarium,
133,HERB_CAS,HERB,CAS,NA,NA,CAS,California Academy of Sciences,Institute for Biodiversity Science and Sustainability,Department of Botany,Herbarium,
134,VascularPlants_CAS-BOT-BC,VascularPlants,CAS-BOT-BC,NA,NA,CAS,California Academy of Sciences,Institute for Biodiversity Science and Sustainability,Department of Botany,Herbarium,
135,VascularPlants_CATA,VascularPlants,CATA,NA,NA,CATA,Catalina Island Conservancy,NA,NA,Herbarium,
136,Institut de Recherche pour le Developpement (IRD)_CAY,Institut de Recherche pour le Developpement (IRD),CAY,NA,NA,CAY,Institut de Recherche pour le Developpement (IRD),NA,NA,Herbier de Guyane,
137,BS_CBM,BS,CBM,NA,NA,CBM,"Natural History Museum and Institute, Chiba",NA,NA,Herbarium,
138,GAP_CBNA,GAP,CBNA,NA,NA,GAP,Conservatoire Botanique National Alpin,NA,NA,Herbarium,
139,CBPF_CBPF,CBPF,CBPF,NA,NA,CBPF,Conservatoire Botanique Pierre Fabre,NA,NA,Pierre Fabre Herbarium,
140,VascularPlants_CDA,VascularPlants,CDA,NA,NA,CDA,California Department of Food and Agriculture,Plant Pest Diagnostics Center,NA,Herbarium,
141,HEV_CDMB,HEV,CDMB,NA,NA,HEV,,,,,not in IH
142,CEDESU_CEDESU-UACAM,CEDESU,CEDESU-UACAM,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Herbario-CEDESU,Universidad Autónoma de Campeche,CENTRO DE ESTUDIOS DE DESARROLLO SUSTENTABLE Y APROVECHAMIENTO DE LA VIDA SILVESTRE,,Herbario,not in IH
143,EMBRAPA Recursos Geneticos e Biotecnologia - CENARGEN_CEN,EMBRAPA Recursos Geneticos e Biotecnologia - CENARGEN,CEN,NA,NA,CEN,Embrapa Recursos Genéticos e Biotecnologia - Embrapa Cenargen,NA,Prédio da Botânica e Ecologia,Herbário,
144,HERB_CEN,HERB,CEN,NA,NA,CEN,Embrapa Recursos Genéticos e Biotecnologia - Embrapa Cenargen,NA,Prédio da Botânica e Ecologia,Herbário,
145,CEN_Cenargen,CEN,Cenargen,NA,CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia,CEN,Embrapa Recursos Genéticos e Biotecnologia - Embrapa Cenargen,NA,Prédio da Botânica e Ecologia,Herbário,
146,Herbier CNRST/INERA_Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles,Herbier CNRST/INERA,Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles,NA,NA,HNBU,Institut de l'Environnement et de Recherche Agricola (INERA),NA,NA,Herbier National du Burkina,
147,Herbier_CNSF_Centre National des Semences Forestières,Herbier_CNSF,Centre National des Semences Forestières,NA,NA,CNSF,Centre National de Semences Forestières,NA,Ministry of Forestry,Herbarium,
148,HERB_CEPEC,HERB,CEPEC,NA,NA,CEPEC,"CEPEC, CEPLAC",NA,NA,Herbário Centro de Pesquisas do Cacau,
149,HERB_CESJ,HERB,CESJ,NA,NA,CESJ,Universidade Federal de Juiz de Fora,Instituto de Ciências Biológicas,Departamento de Botânica,Herbário Leopoldo Krieger,
150,Universidade Federal de Juiz de Fora_CESJ,Universidade Federal de Juiz de Fora,CESJ,NA,NA,CESJ,Universidade Federal de Juiz de Fora,Instituto de Ciências Biológicas,Departamento de Botânica,Herbário Leopoldo Krieger,
151,CETI_CETI,CETI,CETI,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),CETI,,,,,not in IH
152,NO DISPONIBLE_CFS,NO DISPONIBLE,CFS,NA,NA,CFS,,,,,not in IH
153,HERB_CHAM,HERB,CHAM,NA,NA,CHAM,"I.N.T.A., E.E.A. La Rioja",NA,NA,Herbario,
154,CHE_CHE,CHE,CHE,NA,NA,EURISCO,,,,,
155,CHR_CHR,CHR,CHR,NA,Landcare Research NZ Ltd.,CHR,Manaaki Whenua - Landcare Research,NA,NA,Allan Herbarium,
156,HERB_CHR,HERB,CHR,NA,Landcare Research NZ Ltd.,CHR,Manaaki Whenua - Landcare Research,NA,NA,Allan Herbarium,
157,VascularPlants_CHSC,VascularPlants,CHSC,NA,NA,CHSC,"California State University, Chico",NA,NA,The Chico State Herbarium,
158,HCIB_CIB,HCIB,CIB,NA,NA,CIB,Universidad Veracruzana,Centro de Investigaciones Biológicas,NA,Herbario,
159,HGOM_CIB-UAEH,HGOM,CIB-UAEH,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),HGOM,Universidad Autónoma del Estado de Hidalgo,NA,Centro de Investigaciones Biológicas,Herbario,
160,CIB_CIB-UV,CIB,CIB-UV,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),CIB,Universidad Veracruzana,Centro de Investigaciones Biológicas,NA,Herbario,
161,HCIB_CIBNOR,HCIB,CIBNOR,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),HCIB,"Centro de Investigaciones Biológicas del Noroeste, S. C.",Division de Biología Terrestre,NA,Herbario,
162,HUMO_CIBYC-UAEM,HUMO,CIBYC-UAEM,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),HUMO,Universidad Autónoma del Estado de Morelos,Centro de Educación Ambiental e Investigación Sierra de Huautla (CEAMISH),NA,Herbario,
163,NO APLICA_CIBYC-UAEM,NO APLICA,CIBYC-UAEM,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),HUMO,Universidad Autónoma del Estado de Morelos,Centro de Educación Ambiental e Investigación Sierra de Huautla (CEAMISH),NA,Herbario,
164,CICY_CICY,CICY,CICY,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),CICY,"Centro de Investigación Científica de Yucatán, A.C. (CICY)",Unidad de Recursos Naturales,NA,Herbario CICY,
165,JBR-CICY_CICY,JBR-CICY,CICY,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),CICY,"Centro de Investigación Científica de Yucatán, A.C. (CICY)",Unidad de Recursos Naturales,NA,Herbario CICY,
166,YUC_CICY,YUC,CICY,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),CICY,"Centro de Investigación Científica de Yucatán, A.C. (CICY)",Unidad de Recursos Naturales,NA,Herbario CICY,
167,CIFTROH_CIFTROH-INIFAP,CIFTROH,CIFTROH-INIFAP,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),CIFTROH-INIFAP,,,,,not in IH
168,UCAM_CIHS-UACAM,UCAM,CIHS-UACAM,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),UCAM,Universidad Autónoma de Campeche,Centro de Investigaciones Historicas y Sociales,NA,Herbario,
169,CIIDIR_CIIDIR-IPN,CIIDIR,CIIDIR-IPN,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),CIIDIR,"Instituto Politécnico Nacional, CIIDIR Unidad Durango",CIIDIR Unidad Durango,Academy of Ecology and Systematics,"Herbario ""Mtra. Graciela Calderón Díaz-Barriga y Dr. Jerzy Rzedowski Rotter"", CIIDIR",
170,CIMI_CIIDIR-IPN,CIMI,CIIDIR-IPN,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),CIMI,"Centro Interdisciplinario de Investigación para el Desarrollo Integral Regional (CIIDIR) IPN-Michoacán,",NA,NA,Herbario,
171,OAX_CIIDIR-IPN,OAX,CIIDIR-IPN,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),OAX,"Instituto Politécnico Nacional (CIIDIR-Oax., I.P.N.)",Centro Interdisciplinario de Investigación para el Desarrollo Integral Regional,NA,Herbario,
172,NCY_CJBN,NCY,CJBN,NA,NA,NCY,"Conservatoire et Jardins Botaniques de Nancy, Université de Nancy I",NA,NA,Herbier,
173,VascularPlants_CLARK-A,VascularPlants,CLARK-A,NA,NA,CLARK-A,,,,,not in IH
174,CLF_CLF,CLF,CLF,NA,NA,CLF,UNIVEGE Université Clermont Auvergne,NA,NA,Herbiers universitaires CLF,
175,CMM_CMM,CMM,CMM,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),CMM,Bradford Art Galleries and Museums,NA,Natural Sciences Department,Herbarium,
176,CAN_CMN,CAN,CMN,NA,Canadian Museum of Nature,CAN,Canadian Museum of Nature,Vascular Plant Section,NA,National Herbarium of Canada,
177,Biodivalor_CNARP,Biodivalor,CNARP,NA,NA,CNARP,Centre National d' Application de Recherches Pharmaceutiques,NA,Department of Botany and Ethnobotany,Medicinal plant of Madagascar herbarium,
178,CNARP_CNARP,CNARP,CNARP,NA,NA,CNARP,Centre National d' Application de Recherches Pharmaceutiques,NA,Department of Botany and Ethnobotany,Medicinal plant of Madagascar herbarium,
179,CNRP_CNARP,CNRP,CNARP,NA,NA,CNARP,Centre National d' Application de Recherches Pharmaceutiques,NA,Department of Botany and Ethnobotany,Medicinal plant of Madagascar herbarium,
180,ICBG_CNARP,ICBG,CNARP,NA,NA,CNARP,Centre National d' Application de Recherches Pharmaceutiques,NA,Department of Botany and Ethnobotany,Medicinal plant of Madagascar herbarium,
181,NCI_CNARP,NCI,CNARP,NA,NA,CNARP,Centre National d' Application de Recherches Pharmaceutiques,NA,Department of Botany and Ethnobotany,Medicinal plant of Madagascar herbarium,
182,ORSTOM_CNARP,ORSTOM,CNARP,NA,NA,CNARP,Centre National d' Application de Recherches Pharmaceutiques,NA,Department of Botany and Ethnobotany,Medicinal plant of Madagascar herbarium,
183,SAGE_CNARP,SAGE,CNARP,NA,NA,CNARP,Centre National d' Application de Recherches Pharmaceutiques,NA,Department of Botany and Ethnobotany,Medicinal plant of Madagascar herbarium,
184,UCJ_CNF-UFHB,UCJ,CNF-UFHB,NA,NA,UCJ,Université d'Abidjan,Centre National de Floristique,Départemente de Botanique,Herbarium,
185,quilembai_CNP,quilembai,CNP,NA,NA,quilembai,,,,,not in IH
186,CNS_CNS,CNS,CNS,NA,NA,CNS,Australian Tropical Herbarium,NA,NA,NA,
187,MBA_CNS,MBA,CNS,NA,NA,CNS,Australian Tropical Herbarium,NA,NA,NA,
188,QRS_CNS,QRS,CNS,NA,NA,CNS,Australian Tropical Herbarium,NA,NA,NA,
189,LL_CNS-UT,LL,CNS-UT,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),TEX,University of Texas at Austin,NA,NA,Billie L. Turner Plant Resources Center,
190,TEX_CNS-UT,TEX,CNS-UT,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),TEX,University of Texas at Austin,NA,NA,Billie L. Turner Plant Resources Center,
191,COA_COA,COA,COA,NA,NA,COA,Universidad de Córdoba - Jardín Botánico de Córdoba,NA,Departamento de Ciencias y Recursos Agrícolas y Forestales,Herbario,
192,Herbario_cofc_COFC,Herbario_cofc,COFC,NA,NA,COFC,Universidad de Córdoba,Facultad de Ciencias,Departamento de Biología Vegetal,Herbario,
193,Historico_cofc_COFC,Historico_cofc,COFC,NA,NA,COFC,Universidad de Córdoba,Facultad de Ciencias,Departamento de Biología Vegetal,Herbario,
194,COL_COL,COL,COL,NA,NA,COL,Universidad Nacional de Colombia,Instituto de Ciencias Naturales,NA,Herbario Nacional Colombiano,
195,HERB_COL,HERB,COL,NA,NA,COL,Universidad Nacional de Colombia,Instituto de Ciencias Naturales,NA,Herbario Nacional Colombiano,
196,Universidad Nacional de Colombia_COL,Universidad Nacional de Colombia,COL,NA,NA,COL,Universidad Nacional de Colombia,Instituto de Ciencias Naturales,NA,Herbario Nacional Colombiano,
197,PSO_Colección del Herbario PSO de la Universidad de Nariño,PSO,Colección del Herbario PSO de la Universidad de Nariño,NA,NA,PSO,Universidad de Nariño,Facultad de Ciencias Agrícolas,NA,Herbario,
198,HUCO_Colección Herbario Universidad Católica de Oriente,HUCO,Colección Herbario Universidad Católica de Oriente,NA,NA,CMVB-UCO,,,,,not in IH
199,CEPEC_Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),NA,CEPEC - Herbário do Centro de Pesquisas do Cacau,CEPEC,"CEPEC, CEPLAC",NA,NA,Herbário Centro de Pesquisas do Cacau,
200,HERB_CONC,HERB,CONC,NA,NA,CONC,Universidad de Concepción,NA,Departamento de Botánica,Herbario,
201,Conservatoire botanique national du Bassin parisien_Conservatoire botanique national du Bassin parisien,Conservatoire botanique national du Bassin parisien,Conservatoire botanique national du Bassin parisien,NA,NA,Conservatoire botanique national du Bassin parisien,,,,,not in IH
202,HERB_CORD,HERB,CORD,NA,NA,CORD,Herbario CORD,Instituto Multidisciplinario de Biología Vegetal - CCT-Córdoba-CONICET,Museo Botánico Córdoba,Herbario CORD,
203,COCA_COTECOCA,COCA,COTECOCA,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),COCA,Comisión Técnico Consultiva de Coeficientes de Agostadero (COTECOCA),"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",NA,Herbario,
204,CSAT_CP,CSAT,CP,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),CP,University of Copenhagen,Faculty of Life Sciences,Department of Plant and Environmental Sciences,"Herbarium, Botany Group",
205,EMBRAPA_CPAP,EMBRAPA,CPAP,NA,NA,CPAP,EMBRAPA,Centro de Pesquisas Agropecuárias do Pantanal,NA,Herbário,
206,HTSA-CARPOTECA_CPATSA,HTSA-CARPOTECA,CPATSA,NA,HTSAw - Xiloteca do Trópico Semiárido,HTSAf,,,,,not in IH
207,HTSAW_CPATSA,HTSAW,CPATSA,NA,HTSAw - Xiloteca do Trópico Semiárido,HTSAw,,,,,not in IH
208,"CPR,M.E._CPR","CPR,M.E.",CPR,NA,NA,CPR,,,,,not in IH
209,HERB_CPUN,HERB,CPUN,NA,NA,CPUN,Universidad Nacional de Cajamarca,NA,Departamento de Biología,Herbario,
210,Museo Nacional de Costa Rica_CR,Museo Nacional de Costa Rica,CR,NA,NA,CR,Museo Nacional de Costa Rica,NA,NA,Herbario Nacional,
211,HERB_CRAI,HERB,CRAI,NA,NA,CRAI,University of Craiova,Botanical Garden,NA,Herbarium,
212,"SP-Instituto de Botânica, IBT_Créditos ou citação das imagens do Herbário do Instituto de Botânica (SP)","SP-Instituto de Botânica, IBT",Créditos ou citação das imagens do Herbário do Instituto de Botânica (SP),NA,NA,SP,Instituto de Botânica,NA,NA,Herbário,
213,Biologie du bois CABIN (Kahuzi-Biega)_CRSN_LWIRO,Biologie du bois CABIN (Kahuzi-Biega),CRSN_LWIRO,NA,NA,LWI,Centre de Recherche en Sciences Naturelles (CRSN/Lwiro),NA,NA,Lwiro Herbarium,
214,Herbarium_CS,Herbarium,CS,NA,NA,CS,Colorado State University,NA,Department of Biology,Charles Maurer Herbarium,
